CRIM,ZN,INDUS,NOX,RM,AGE,DIS,TAX,PTRATIO,B,LSTAT,month
17.26726021066498,0.0,5.96,0.7307553513351119,7.338234286830646,68.2,7.571720253255222,616.0742321099181,19.2,396.9,9.68,2024-08-01
17.300530210664977,0.0,5.96,0.7307553513351119,7.246234286830647,61.4,7.589320253255222,616.0742321099181,19.2,377.56,11.41,2024-08-01
17.28323021066498,0.0,5.96,0.7307553513351119,7.255234286830646,41.5,8.145620253255222,616.0742321099181,19.2,396.9,8.77,2024-08-01
17.378140210664977,0.0,5.96,0.7307553513351119,7.371234286830647,30.2,8.058720253255222,616.0742321099181,19.2,393.43,10.13,2024-08-01
17.230720210664977,75.0,2.95,0.6597553513351119,8.000234286830647,21.8,9.612520253255221,589.0742321099181,18.3,395.63,4.32,2024-08-01
17.23668021066498,75.0,2.95,0.6597553513351119,8.429234286830647,15.8,9.612520253255221,589.0742321099181,18.3,395.62,1.98,2024-08-01
17.33053021066498,0.0,6.91,0.6797553513351119,8.175234286830646,2.9,9.932320253255222,570.0742321099181,17.9,385.41,4.84,2024-08-01
17.34459021066498,0.0,6.91,0.6797553513351119,7.574234286830646,6.6,9.932320253255222,570.0742321099181,17.9,383.37,5.81,2024-08-01
17.362450210664978,0.0,6.91,0.6797553513351119,7.616234286830647,6.5,9.932320253255222,570.0742321099181,17.9,394.46,7.44,2024-08-01
17.325780210664977,0.0,6.91,0.6797553513351119,7.474234286830646,40.0,9.932320253255222,570.0742321099181,17.9,389.39,9.55,2024-08-01
17.37451021066498,0.0,6.91,0.6797553513351119,7.087234286830647,33.8,9.31182025325522,570.0742321099181,17.9,396.9,10.21,2024-08-01
17.391450210664978,0.0,6.91,0.6797553513351119,7.191234286830646,33.3,9.31182025325522,570.0742321099181,17.9,396.9,14.15,2024-08-01
17.432360210664978,0.0,6.91,0.6797553513351119,7.435234286830647,85.5,9.900820253255223,570.0742321099181,17.9,392.74,18.8,2024-08-01
17.456960210664977,0.0,6.91,0.6797553513351119,6.8042342868306465,95.3,10.08142025325522,570.0742321099181,17.9,396.9,30.81,2024-08-01
17.42286021066498,0.0,6.91,0.6797553513351119,7.007234286830647,62.0,10.299120253255222,570.0742321099181,17.9,396.9,16.2,2024-08-01
17.29182021066498,21.0,5.64,0.6707553513351119,7.3682342868306465,45.7,11.026120253255222,580.0742321099181,16.8,395.56,13.45,2024-08-01
17.246460210664978,21.0,5.64,0.6707553513351119,7.520234286830647,63.0,11.026120253255222,580.0742321099181,16.8,393.97,9.43,2024-08-01
17.256690210664978,21.0,5.64,0.6707553513351119,7.916234286830647,21.1,11.026120253255222,580.0742321099181,16.8,396.9,5.28,2024-08-01
17.25290021066498,21.0,5.64,0.6707553513351119,7.403234286830647,21.4,11.026120253255222,580.0742321099181,16.8,396.9,8.43,2024-08-01
17.21669021066498,75.0,4.0,0.6417553513351119,7.293234286830646,47.6,11.53112025325522,806.0742321099181,21.1,396.9,14.8,2024-08-01
17.21620021066498,90.0,1.22,0.634755351335112,8.654234286830647,21.9,12.908020253255222,563.0742321099181,17.9,395.93,4.81,2024-08-01
17.22364021066498,85.0,0.74,0.6417553513351119,7.7882342868306464,35.7,13.399020253255221,650.0742321099181,17.3,396.9,5.77,2024-08-01
17.21741021066498,100.0,1.32,0.6427553513351119,8.221234286830647,40.5,12.536220253255221,593.0742321099181,15.1,392.9,3.95,2024-08-01
17.35754021066498,25.0,5.13,0.6847553513351119,7.550234286830646,29.2,12.026220253255222,621.0742321099181,19.7,390.68,6.86,2024-08-01
17.30637021066498,25.0,5.13,0.6847553513351119,7.332234286830646,47.2,11.143420253255222,621.0742321099181,19.7,396.9,9.22,2024-08-01
17.352410210664978,25.0,5.13,0.6847553513351119,7.146234286830646,66.2,11.43682025325522,621.0742321099181,19.7,395.11,13.15,2024-08-01
17.37480021066498,25.0,5.13,0.6847553513351119,7.371234286830647,93.4,11.029920253255222,621.0742321099181,19.7,378.08,14.44,2024-08-01
17.313360210664978,25.0,5.13,0.6847553513351119,7.861234286830647,67.8,11.436920253255222,621.0742321099181,19.7,396.9,6.73,2024-08-01
17.32959021066498,25.0,5.13,0.6847553513351119,8.167234286830647,43.4,12.192320253255222,621.0742321099181,19.7,395.58,9.5,2024-08-01
17.22260021066498,17.5,1.38,0.647855351335112,8.509234286830647,59.5,13.43432025325522,553.0742321099181,18.6,393.24,8.05,2024-08-01
17.23893021066498,80.0,3.37,0.629755351335112,7.6952342868306465,17.8,10.822920253255223,674.0742321099181,16.1,396.9,4.67,2024-08-01
17.24688021066498,80.0,3.37,0.629755351335112,7.192234286830646,31.1,10.822920253255223,674.0742321099181,16.1,396.9,10.24,2024-08-01
17.26098021066498,12.5,6.07,0.6407553513351119,7.2832342868306466,21.4,10.709420253255221,682.0742321099181,18.9,396.21,8.1,2024-08-01
17.338630210664977,12.5,6.07,0.6407553513351119,6.999234286830647,36.8,10.709420253255221,682.0742321099181,18.9,396.9,13.09,2024-08-01
17.33125021066498,12.5,6.07,0.6407553513351119,7.290234286830646,33.0,10.709420253255221,682.0742321099181,18.9,396.9,8.79,2024-08-01
17.29135021066498,0.0,10.81,0.6447553513351119,7.822234286830646,6.6,9.498720253255222,642.0742321099181,19.2,383.73,6.72,2024-08-01
17.36185021066498,0.0,10.81,0.6447553513351119,7.366234286830647,17.5,9.498720253255222,642.0742321099181,19.2,376.94,9.88,2024-08-01
17.29473021066498,0.0,10.81,0.6447553513351119,7.470234286830647,7.8,9.498720253255222,642.0742321099181,19.2,390.91,5.52,2024-08-01
17.398480210664978,0.0,10.81,0.6447553513351119,7.6502342868306465,6.2,9.498720253255222,642.0742321099181,19.2,377.17,7.54,2024-08-01
17.282050210664977,0.0,12.83,0.6687553513351119,7.678234286830646,6.0,8.462920253255222,735.0742321099181,18.7,394.92,6.78,2024-08-01
17.29821021066498,0.0,12.83,0.6687553513351119,7.691234286830646,45.0,8.714020253255221,735.0742321099181,18.7,383.23,8.94,2024-08-01
17.30462021066498,0.0,12.83,0.6687553513351119,7.684234286830646,74.5,8.263620253255223,735.0742321099181,18.7,373.66,11.97,2024-08-01
17.29016021066498,0.0,12.83,0.6687553513351119,7.545234286830646,45.8,8.301920253255222,735.0742321099181,18.7,386.96,10.27,2024-08-01
17.25955021066498,0.0,12.83,0.6687553513351119,7.637234286830647,53.7,9.225520253255223,735.0742321099181,18.7,386.4,12.34,2024-08-01
17.28696021066498,0.0,12.83,0.6687553513351119,7.279234286830646,36.6,8.714020253255221,735.0742321099181,18.7,396.06,9.1,2024-08-01
17.244220210664977,25.0,4.86,0.6577553513351119,8.132234286830647,33.5,9.61212025325522,618.0742321099181,19.0,396.9,5.29,2024-08-01
17.247710210664977,25.0,4.86,0.6577553513351119,8.024234286830646,70.4,9.61212025325522,618.0742321099181,19.0,395.63,7.22,2024-08-01
17.23968021066498,25.0,4.86,0.6577553513351119,7.707234286830646,32.2,9.61212025325522,618.0742321099181,19.0,396.9,6.72,2024-08-01
17.238600210664977,25.0,4.86,0.6577553513351119,7.572234286830646,46.7,9.61212025325522,618.0742321099181,19.0,390.64,7.51,2024-08-01
17.253680210664978,0.0,4.49,0.6807553513351119,7.794234286830647,48.0,8.990820253255222,584.0742321099181,18.5,396.9,9.62,2024-08-01
17.260440210664978,0.0,4.49,0.6807553513351119,8.035234286830647,56.1,8.649120253255223,584.0742321099181,18.5,392.3,6.53,2024-08-01
17.25497021066498,0.0,4.49,0.6807553513351119,7.420234286830646,45.1,8.638620253255223,584.0742321099181,18.5,395.99,12.86,2024-08-01
17.27460021066498,0.0,4.49,0.6807553513351119,7.526234286830647,56.8,7.959020253255222,584.0742321099181,18.5,395.15,8.44,2024-08-01
17.259690210664978,0.0,3.41,0.7207553513351119,8.412234286830646,86.3,7.633120253255221,607.0742321099181,17.8,396.9,5.5,2024-08-01
17.25611021066498,0.0,3.41,0.7207553513351119,8.484234286830647,63.1,7.625920253255222,607.0742321099181,17.8,396.06,5.7,2024-08-01
17.249930210664978,0.0,3.41,0.7207553513351119,7.822234286830646,66.1,7.3037202532552215,607.0742321099181,17.8,392.18,8.81,2024-08-01
17.24241021066498,0.0,3.41,0.7207553513351119,7.810234286830647,73.9,7.303520253255222,607.0742321099181,17.8,393.55,8.2,2024-08-01
17.24512021066498,28.0,15.04,0.6957553513351119,7.847234286830647,53.6,7.877320253255222,607.0742321099181,18.2,395.01,8.16,2024-08-01
17.231840210664977,28.0,15.04,0.6957553513351119,7.616234286830647,28.9,7.877320253255222,607.0742321099181,18.2,396.33,6.21,2024-08-01
17.24603021066498,28.0,15.04,0.6957553513351119,7.654234286830646,77.3,7.826420253255222,607.0742321099181,18.2,396.9,10.59,2024-08-01
17.325130210664977,0.0,2.89,0.6767553513351119,8.030234286830646,57.8,7.706620253255222,613.0742321099181,18.0,357.98,6.65,2024-08-01
17.31813021066498,0.0,2.89,0.6767553513351119,7.568234286830647,69.6,7.706620253255222,613.0742321099181,18.0,391.83,11.34,2024-08-01
17.32392021066498,0.0,2.89,0.6767553513351119,9.474234286830647,76.0,7.706620253255222,613.0742321099181,18.0,396.9,4.21,2024-08-01
17.284960210664977,0.0,2.89,0.6767553513351119,9.225234286830647,36.9,7.706620253255222,613.0742321099181,18.0,393.53,3.57,2024-08-01
17.27169021066498,0.0,2.89,0.6767553513351119,8.821234286830647,62.5,7.706620253255222,613.0742321099181,18.0,396.9,6.19,2024-08-01
17.351750210664978,0.0,8.56,0.751755351335112,8.132234286830647,79.9,6.989220253255222,721.0742321099181,20.9,394.76,9.42,2024-08-01
17.317410210664978,0.0,8.56,0.751755351335112,8.186234286830647,71.3,7.067520253255221,721.0742321099181,20.9,395.58,7.67,2024-08-01
17.43185021066498,0.0,8.56,0.751755351335112,7.810234286830647,85.4,6.926120253255222,721.0742321099181,20.9,70.8,10.63,2024-08-01
17.41470021066498,0.0,8.56,0.751755351335112,7.542234286830646,87.4,6.926120253255222,721.0742321099181,20.9,394.47,13.44,2024-08-01
17.34269021066498,0.0,8.56,0.751755351335112,7.572234286830646,90.0,6.632420253255221,721.0742321099181,20.9,392.69,12.33,2024-08-01
17.335710210664978,0.0,8.56,0.751755351335112,7.256234286830646,96.7,6.318320253255221,721.0742321099181,20.9,394.05,16.47,2024-08-01
17.374290210664977,0.0,8.56,0.751755351335112,7.241234286830647,91.9,6.422420253255222,721.0742321099181,20.9,395.67,18.66,2024-08-01
17.33426021066498,0.0,8.56,0.751755351335112,7.532234286830646,85.2,6.3338202532552215,721.0742321099181,20.9,387.69,14.09,2024-08-01
17.331110210664978,0.0,8.56,0.751755351335112,7.879234286830647,97.1,6.644320253255222,721.0742321099181,20.9,395.24,12.27,2024-08-01
17.466720210664977,0.0,8.56,0.751755351335112,7.6342342868306465,91.2,6.756520253255221,721.0742321099181,20.9,391.23,15.55,2024-08-01
17.311020210664978,0.0,8.56,0.751755351335112,7.600234286830647,54.4,6.989220253255222,721.0742321099181,20.9,393.49,13.0,2024-08-01
17.30393021066498,0.0,10.01,0.778755351335112,8.120234286830646,81.6,6.888920253255222,769.0742321099181,17.8,395.59,10.16,2024-08-01
17.32638021066498,0.0,10.01,0.778755351335112,7.318234286830647,92.9,6.564820253255222,769.0742321099181,17.8,394.95,16.21,2024-08-01
17.42521021066498,0.0,10.01,0.778755351335112,7.497234286830646,95.4,6.759420253255222,769.0742321099181,17.8,396.9,17.09,2024-08-01
17.345400210664977,0.0,10.01,0.778755351335112,7.659234286830646,84.2,6.467920253255222,769.0742321099181,17.8,388.74,10.45,2024-08-01
17.37443021066498,0.0,10.01,0.778755351335112,7.333234286830646,88.2,6.6745202532552215,769.0742321099181,17.8,344.91,15.76,2024-08-01
17.334670210664978,0.0,10.01,0.778755351335112,7.581234286830647,72.5,6.941520253255222,769.0742321099181,17.8,393.3,12.04,2024-08-01
17.35407021066498,0.0,10.01,0.778755351335112,7.426234286830646,82.6,6.9588202532552215,769.0742321099181,17.8,394.51,10.3,2024-08-01
17.333670210664977,0.0,10.01,0.778755351335112,7.277234286830646,73.1,6.688920253255222,769.0742321099181,17.8,338.63,15.37,2024-08-01
17.34785021066498,0.0,10.01,0.778755351335112,7.136234286830646,65.2,6.9706202532552215,769.0742321099181,17.8,391.5,13.61,2024-08-01
17.272080210664978,0.0,25.65,0.8127553513351119,7.2752342868306465,69.7,6.469120253255221,525.0742321099181,19.1,389.15,14.37,2024-08-01
17.27474021066498,0.0,25.65,0.8127553513351119,7.409234286830646,84.1,6.408820253255222,525.0742321099181,19.1,377.67,14.27,2024-08-01
17.29608021066498,0.0,25.65,0.8127553513351119,7.366234286830647,92.9,6.298320253255222,525.0742321099181,19.1,378.09,17.93,2024-08-01
17.353470210664977,0.0,25.65,0.8127553513351119,7.261234286830646,97.0,6.1558202532552215,525.0742321099181,19.1,370.31,25.41,2024-08-01
17.30158021066498,0.0,25.65,0.8127553513351119,7.284234286830646,95.8,6.217720253255221,525.0742321099181,19.1,379.38,17.58,2024-08-01
17.372110210664978,0.0,25.65,0.8127553513351119,7.391234286830646,88.4,6.204320253255221,525.0742321099181,19.1,385.02,14.81,2024-08-01
17.59044021066498,0.0,25.65,0.8127553513351119,7.018234286830647,95.6,5.968620253255222,525.0742321099181,19.1,359.29,27.26,2024-08-01
17.46224021066498,0.0,21.89,0.8557553513351119,7.098234286830646,96.0,5.999720253255221,774.0742321099181,21.2,392.11,17.19,2024-08-01
17.52852021066498,0.0,21.89,0.8557553513351119,7.8362342868306465,98.8,6.023920253255222,774.0742321099181,21.2,396.9,15.39,2024-08-01
18.08434021066498,0.0,21.89,0.8557553513351119,7.042234286830646,94.7,6.191320253255221,774.0742321099181,21.2,396.9,18.34,2024-08-01
17.54315021066498,0.0,21.89,0.8557553513351119,7.863234286830647,98.9,6.329920253255222,774.0742321099181,21.2,395.04,12.6,2024-08-01
18.39603021066498,0.0,21.89,0.8557553513351119,7.731234286830646,97.7,6.4824202532552215,774.0742321099181,21.2,396.9,12.26,2024-08-01
17.79314021066498,0.0,21.89,0.8557553513351119,7.777234286830646,97.9,6.5388202532552215,774.0742321099181,21.2,385.76,11.12,2024-08-01
17.53291021066498,0.0,21.89,0.8557553513351119,7.2272342868306465,95.4,6.681320253255222,774.0742321099181,21.2,388.69,15.03,2024-08-01
18.179260210664978,0.0,21.89,0.8557553513351119,7.162234286830646,98.4,6.557420253255222,774.0742321099181,21.2,262.76,17.31,2024-08-01
17.76087021066498,0.0,21.89,0.8557553513351119,7.740234286830646,98.2,6.322120253255221,774.0742321099181,21.2,394.67,16.96,2024-08-01
17.525730210664978,0.0,21.89,0.8557553513351119,7.347234286830647,93.5,6.1783202532552215,774.0742321099181,21.2,378.25,16.9,2024-08-01
17.555420210664977,0.0,21.89,0.8557553513351119,7.859234286830646,98.4,6.061220253255222,774.0742321099181,21.2,394.08,14.59,2024-08-01
17.45289021066498,0.0,21.89,0.8557553513351119,7.262234286830647,98.2,5.880020253255221,774.0742321099181,21.2,392.04,21.32,2024-08-01
17.747610210664977,0.0,21.89,0.8557553513351119,7.556234286830646,97.9,5.880120253255222,774.0742321099181,21.2,396.9,18.46,2024-08-01
17.49399021066498,0.0,21.89,0.8557553513351119,7.579234286830647,93.6,5.823320253255222,774.0742321099181,21.2,388.08,24.16,2024-08-01
18.83173021066498,0.0,21.89,0.8557553513351119,6.424234286830647,100.0,5.650820253255222,774.0742321099181,21.2,396.9,34.41,2024-08-01
20.524140210664978,0.0,19.58,1.1027553513351118,6.808234286830646,100.0,5.533020253255222,740.0742321099181,14.7,396.9,26.82,2024-08-01
21.30049021066498,0.0,19.58,1.1027553513351118,6.873234286830646,100.0,5.623220253255221,740.0742321099181,14.7,396.9,26.42,2024-08-01
19.98283021066498,0.0,19.58,1.1027553513351118,6.308234286830646,97.8,5.557320253255222,740.0742321099181,14.7,396.9,29.29,2024-08-01
19.582430210664977,0.0,19.58,1.1027553513351118,7.535234286830646,100.0,5.630520253255222,740.0742321099181,14.7,172.91,27.8,2024-08-01
19.358140210664978,0.0,19.58,1.1027553513351118,7.0332342868306466,100.0,5.728020253255222,740.0742321099181,14.7,169.27,16.65,2024-08-01
19.57171021066498,0.0,19.58,1.1027553513351118,6.331234286830647,95.7,5.6722202532552215,740.0742321099181,14.7,391.71,29.53,2024-08-01
19.53408021066498,0.0,19.58,1.1027553513351118,6.591234286830646,93.8,5.741020253255222,740.0742321099181,14.7,356.99,28.32,2024-08-01
19.937060210664978,0.0,19.58,1.1027553513351118,7.002234286830647,94.9,5.737120253255222,740.0742321099181,14.7,351.85,21.45,2024-08-01
18.85969021066498,0.0,19.58,1.1027553513351118,7.527234286830646,97.3,5.829420253255222,740.0742321099181,14.7,372.8,14.1,2024-08-01
18.69941021066498,0.0,19.58,1.1027553513351118,6.809234286830646,100.0,5.803020253255221,740.0742321099181,14.7,341.6,13.28,2024-08-01
18.32967021066498,0.0,19.58,1.1027553513351118,6.417234286830646,88.0,5.8216202532552215,740.0742321099181,14.7,343.28,12.12,2024-08-01
19.35227021066498,0.0,19.58,1.1027553513351118,7.114234286830646,98.5,5.834620253255221,740.0742321099181,14.7,261.95,15.79,2024-08-01
18.61694021066498,0.0,19.58,1.1027553513351118,7.534234286830646,96.0,5.960820253255221,740.0742321099181,14.7,321.02,15.12,2024-08-01
20.738100210664978,0.0,19.58,1.1027553513351118,7.557234286830647,82.6,5.9569202532552215,740.0742321099181,14.7,88.01,15.02,2024-08-01
19.64977021066498,0.0,19.58,1.1027553513351118,6.677234286830647,94.0,5.947820253255221,740.0742321099181,14.7,88.63,16.14,2024-08-01
18.426670210664977,0.0,19.58,0.8367553513351119,8.348234286830646,97.4,6.088720253255222,740.0742321099181,14.7,363.43,4.59,2024-08-01
18.545930210664977,0.0,19.58,0.8367553513351119,7.471234286830646,100.0,5.9687202532552215,740.0742321099181,14.7,353.89,6.43,2024-08-01
18.62811021066498,0.0,19.58,1.1027553513351118,7.915234286830646,100.0,5.977320253255222,740.0742321099181,14.7,364.31,7.39,2024-08-01
18.47655021066498,0.0,19.58,0.8367553513351119,7.655234286830646,92.6,6.009820253255222,740.0742321099181,14.7,338.92,5.5,2024-08-01
18.66645021066498,0.0,19.58,0.8367553513351119,8.894234286830647,90.8,6.182320253255222,740.0742321099181,14.7,374.43,1.73,2024-08-01
19.03686021066498,0.0,19.58,0.8367553513351119,9.207234286830646,98.2,6.252120253255222,740.0742321099181,14.7,389.61,1.92,2024-08-01
18.72211021066498,0.0,19.58,0.8367553513351119,9.780234286830646,93.9,6.3734202532552215,740.0742321099181,14.7,388.45,3.32,2024-08-01
19.44545021066498,0.0,19.58,0.8367553513351119,7.2592342868306465,91.8,6.633420253255222,740.0742321099181,14.7,395.11,11.64,2024-08-01
20.127090210664978,0.0,19.58,0.8367553513351119,7.506234286830646,93.0,6.494820253255222,740.0742321099181,14.7,240.16,9.81,2024-08-01
19.21328021066498,0.0,19.58,0.8367553513351119,9.334234286830647,96.2,6.257320253255221,740.0742321099181,14.7,369.3,3.7,2024-08-01
19.00337021066498,0.0,19.58,0.8367553513351119,7.282234286830646,79.2,6.637320253255222,740.0742321099181,14.7,227.61,12.14,2024-08-01
19.503490210664978,0.0,19.58,0.8367553513351119,7.724234286830646,96.1,6.311420253255221,740.0742321099181,14.7,297.09,11.1,2024-08-01
19.652620210664978,0.0,19.58,0.8367553513351119,7.807234286830647,95.2,6.473920253255222,740.0742321099181,14.7,330.04,11.32,2024-08-01
18.410510210664977,0.0,19.58,0.8367553513351119,7.280234286830646,94.6,6.637320253255222,740.0742321099181,14.7,292.29,14.43,2024-08-01
19.51699021066498,0.0,19.58,0.8367553513351119,7.285234286830646,97.3,6.600120253255222,740.0742321099181,14.7,348.13,12.03,2024-08-01
17.34223021066498,0.0,4.05,0.741755351335112,6.9772342868306465,88.5,6.8075202532552215,633.0742321099181,16.6,396.9,14.69,2024-08-01
17.29487021066498,0.0,4.05,0.741755351335112,7.821234286830647,84.1,6.857720253255222,633.0742321099181,16.6,395.5,9.04,2024-08-01
17.287560210664978,0.0,4.05,0.741755351335112,7.264234286830646,68.7,6.913320253255222,633.0742321099181,16.6,393.23,9.64,2024-08-01
17.269730210664978,0.0,4.05,0.741755351335112,7.951234286830647,33.1,7.3437202532552215,633.0742321099181,16.6,390.96,5.33,2024-08-01
17.273310210664977,0.0,4.05,0.741755351335112,7.425234286830646,47.2,7.766320253255222,633.0742321099181,16.6,393.23,10.11,2024-08-01
17.257340210664978,0.0,4.05,0.741755351335112,7.720234286830647,73.4,7.5289202532552215,633.0742321099181,16.6,395.6,6.29,2024-08-01
17.26951021066498,0.0,4.05,0.741755351335112,8.265234286830648,74.4,7.126720253255222,633.0742321099181,16.6,391.27,6.92,2024-08-01
17.26089021066498,0.0,2.46,0.7197553513351119,8.385234286830647,58.4,7.040420253255222,530.0742321099181,17.8,396.9,5.04,2024-08-01
17.26897021066498,0.0,2.46,0.7197553513351119,9.170234286830647,83.3,6.952420253255221,530.0742321099181,17.8,395.56,7.56,2024-08-01
17.27197021066498,0.0,2.46,0.7197553513351119,7.549234286830647,62.2,6.809320253255222,530.0742321099181,17.8,396.9,9.45,2024-08-01
17.29412021066498,0.0,2.46,0.7197553513351119,8.560234286830648,92.2,6.912020253255221,530.0742321099181,17.8,394.12,4.82,2024-08-01
17.303170210664977,0.0,2.46,0.7197553513351119,7.968234286830646,95.6,7.058420253255221,530.0742321099181,17.8,396.9,5.68,2024-08-01
17.286170210664977,0.0,2.46,0.7197553513351119,7.0092342868306465,89.8,7.199320253255221,530.0742321099181,17.8,391.0,13.98,2024-08-01
17.263560210664977,0.0,2.46,0.7197553513351119,7.558234286830646,68.8,7.491120253255222,530.0742321099181,17.8,387.11,13.15,2024-08-01
17.25911021066498,0.0,2.46,0.7197553513351119,9.236234286830648,53.6,7.410620253255221,530.0742321099181,17.8,392.63,4.45,2024-08-01
17.281840210664978,45.0,3.44,0.6687553513351119,8.187234286830646,41.1,8.000020253255222,735.0742321099181,15.2,393.87,6.68,2024-08-01
17.328880210664977,45.0,3.44,0.6687553513351119,7.9612342868306465,29.1,8.77812025325522,735.0742321099181,15.2,382.84,4.56,2024-08-01
17.28679021066498,45.0,3.44,0.6687553513351119,8.590234286830647,38.9,8.77812025325522,735.0742321099181,15.2,396.9,5.39,2024-08-01
17.293770210664977,45.0,3.44,0.6687553513351119,8.356234286830647,21.5,10.69122025325522,735.0742321099181,15.2,377.68,5.1,2024-08-01
17.272200210664977,45.0,3.44,0.6687553513351119,8.144234286830647,30.8,10.69122025325522,735.0742321099181,15.2,389.71,4.69,2024-08-01
17.289730210664978,45.0,3.44,0.6687553513351119,8.583234286830647,26.3,10.69122025325522,735.0742321099181,15.2,390.49,2.87,2024-08-01
17.224960210664978,60.0,2.93,0.632755351335112,8.205234286830647,9.9,10.431020253255221,602.0742321099181,15.6,393.37,5.03,2024-08-01
17.217480210664977,60.0,2.93,0.632755351335112,8.009234286830647,18.8,10.431020253255221,602.0742321099181,15.6,376.7,4.38,2024-08-01
17.216900210664978,80.0,0.46,0.6537553513351119,9.280234286830646,32.0,9.859820253255222,592.0742321099181,14.4,394.23,2.97,2024-08-01
17.243200210664977,80.0,1.52,0.635755351335112,8.692234286830647,34.1,11.520420253255221,666.0742321099181,12.6,396.9,4.08,2024-08-01
17.249750210664978,80.0,1.52,0.635755351335112,8.512234286830648,36.6,11.520420253255221,666.0742321099181,12.6,354.31,8.61,2024-08-01
17.24077021066498,80.0,1.52,0.635755351335112,8.679234286830647,38.3,11.520420253255221,666.0742321099181,12.6,392.2,6.62,2024-08-01
17.23459021066498,95.0,1.47,0.634755351335112,8.380234286830646,15.3,11.864820253255221,739.0742321099181,17.0,396.9,4.56,2024-08-01
17.220870210664977,95.0,1.47,0.634755351335112,8.540234286830646,13.9,11.864820253255221,739.0742321099181,17.0,384.3,4.45,2024-08-01
17.237540210664978,82.5,2.03,0.6467553513351119,7.567234286830646,38.4,10.481420253255221,685.0742321099181,14.7,393.77,7.43,2024-08-01
17.22486021066498,82.5,2.03,0.6467553513351119,9.015234286830648,15.7,10.481420253255221,685.0742321099181,14.7,395.38,3.11,2024-08-01
17.23819021066498,95.0,2.68,0.647855351335112,9.258234286830646,33.2,9.329420253255222,561.0742321099181,14.7,392.78,3.81,2024-08-01
17.223180210664978,95.0,2.68,0.647855351335112,9.439234286830647,31.9,9.329420253255222,561.0742321099181,14.7,390.55,2.88,2024-08-01
17.33951021066498,0.0,10.59,0.7207553513351119,7.2962342868306465,22.3,8.156820253255221,614.0742321099181,18.6,396.9,10.87,2024-08-01
17.43278021066498,0.0,10.59,0.7207553513351119,7.731234286830646,52.5,8.56632025325522,614.0742321099181,18.6,394.87,10.97,2024-08-01
17.455080210664978,0.0,10.59,0.7207553513351119,7.188234286830647,72.7,8.56632025325522,614.0742321099181,18.6,389.43,18.06,2024-08-01
17.33896021066498,0.0,10.59,0.7207553513351119,7.4692342868306465,59.1,8.450620253255222,614.0742321099181,18.6,381.32,14.66,2024-08-01
17.63880021066498,0.0,10.59,0.7207553513351119,6.749234286830647,100.0,8.086420253255222,614.0742321099181,18.6,396.9,23.09,2024-08-01
17.377550210664978,0.0,10.59,0.7207553513351119,7.365234286830646,92.1,8.088520253255222,614.0742321099181,18.6,393.25,17.27,2024-08-01
17.578870210664977,0.0,10.59,0.7207553513351119,6.809234286830646,88.6,7.876420253255222,614.0742321099181,18.6,395.24,23.98,2024-08-01
17.420280210664977,0.0,10.59,0.7207553513351119,7.212234286830647,53.8,7.864020253255221,614.0742321099181,18.6,390.94,16.03,2024-08-01
17.343610210664977,0.0,10.59,0.7207553513351119,7.780234286830646,32.3,8.156820253255221,614.0742321099181,18.6,385.81,9.38,2024-08-01
17.492640210664977,0.0,10.59,0.7207553513351119,6.817234286830646,9.8,7.798920253255222,614.0742321099181,18.6,348.93,29.55,2024-08-01
17.401110210664978,0.0,10.59,0.7207553513351119,7.587234286830647,42.4,8.156820253255221,614.0742321099181,18.6,393.63,9.47,2024-08-01
17.24869021066498,0.0,13.89,0.781755351335112,7.293234286830646,56.0,7.3235202532552215,613.0742321099181,16.4,392.8,13.51,2024-08-01
17.273220210664977,0.0,13.89,0.781755351335112,8.047234286830648,85.1,7.632520253255222,613.0742321099181,16.4,392.78,9.69,2024-08-01
17.31378021066498,0.0,13.89,0.781755351335112,7.356234286830646,93.8,7.100720253255222,613.0742321099181,16.4,396.9,17.92,2024-08-01
17.317340210664977,0.0,13.89,0.781755351335112,7.778234286830647,92.4,7.574720253255222,613.0742321099181,16.4,393.74,10.5,2024-08-01
17.56118021066498,0.0,6.2,0.7387553513351119,8.356234286830647,88.5,7.0731202532552215,644.0742321099181,17.4,391.7,9.71,2024-08-01
17.61080021066498,0.0,6.2,0.7387553513351119,7.569234286830646,91.3,7.259420253255222,644.0742321099181,17.4,395.24,21.46,2024-08-01
17.82665021066498,0.0,6.2,0.7387553513351119,8.284234286830646,77.7,7.483520253255222,644.0742321099181,17.4,390.39,9.93,2024-08-01
17.817790210664977,0.0,6.2,0.7387553513351119,8.023234286830647,80.8,7.483520253255222,644.0742321099181,17.4,396.9,7.6,2024-08-01
17.518420210664978,0.0,6.2,0.7357553513351119,9.671234286830646,78.3,7.105820253255222,644.0742321099181,17.4,385.05,4.14,2024-08-01
17.73002021066498,0.0,6.2,0.7357553513351119,10.130234286830646,83.0,7.105820253255222,644.0742321099181,17.4,382.0,4.63,2024-08-01
17.585230210664978,0.0,6.2,0.7357553513351119,9.445234286830646,86.5,7.427120253255222,644.0742321099181,17.4,387.38,3.13,2024-08-01
17.615470210664977,0.0,6.2,0.7357553513351119,8.568234286830647,79.9,7.427120253255222,644.0742321099181,17.4,372.08,6.36,2024-08-01
