MEDV,month
35.2,2024-08-01
32.4,2024-08-01
32.0,2024-08-01
33.2,2024-08-01
33.1,2024-08-01
29.1,2024-08-01
35.1,2024-08-01
45.4,2024-08-01
35.4,2024-08-01
46.0,2024-08-01
50.0,2024-08-01
32.2,2024-08-01
22.0,2024-08-01
20.1,2024-08-01
23.2,2024-08-01
22.3,2024-08-01
24.8,2024-08-01
28.5,2024-08-01
37.3,2024-08-01
27.9,2024-08-01
23.9,2024-08-01
21.7,2024-08-01
28.6,2024-08-01
27.1,2024-08-01
20.3,2024-08-01
22.5,2024-08-01
29.0,2024-08-01
24.8,2024-08-01
22.0,2024-08-01
26.4,2024-08-01
33.1,2024-08-01
36.1,2024-08-01
28.4,2024-08-01
33.4,2024-08-01
28.2,2024-08-01
22.8,2024-08-01
20.3,2024-08-01
16.1,2024-08-01
22.1,2024-08-01
19.4,2024-08-01
21.6,2024-08-01
23.8,2024-08-01
16.2,2024-08-01
17.8,2024-08-01
19.8,2024-08-01
23.1,2024-08-01
21.0,2024-08-01
23.8,2024-08-01
23.1,2024-08-01
20.4,2024-08-01
18.5,2024-08-01
25.0,2024-08-01
24.6,2024-08-01
23.0,2024-08-01
22.2,2024-08-01
19.3,2024-08-01
22.6,2024-08-01
19.8,2024-08-01
17.1,2024-08-01
19.4,2024-08-01
22.2,2024-08-01
20.7,2024-08-01
21.1,2024-08-01
19.5,2024-08-01
18.5,2024-08-01
20.6,2024-08-01
19.0,2024-08-01
18.7,2024-08-01
32.7,2024-08-01
16.5,2024-08-01
23.9,2024-08-01
31.2,2024-08-01
17.5,2024-08-01
17.2,2024-08-01
23.1,2024-08-01
24.5,2024-08-01
26.6,2024-08-01
22.9,2024-08-01
24.1,2024-08-01
18.6,2024-08-01
30.1,2024-08-01
18.2,2024-08-01
20.6,2024-08-01
17.8,2024-08-01
21.7,2024-08-01
22.7,2024-08-01
22.6,2024-08-01
25.0,2024-08-01
19.9,2024-08-01
20.8,2024-08-01
16.8,2024-08-01
21.9,2024-08-01
27.5,2024-08-01
21.9,2024-08-01
23.1,2024-08-01
50.0,2024-08-01
50.0,2024-08-01
50.0,2024-08-01
50.0,2024-08-01
50.0,2024-08-01
13.8,2024-08-01
13.8,2024-08-01
15.0,2024-08-01
13.9,2024-08-01
13.3,2024-08-01
13.1,2024-08-01
10.2,2024-08-01
10.4,2024-08-01
10.9,2024-08-01
11.3,2024-08-01
12.3,2024-08-01
8.8,2024-08-01
7.2,2024-08-01
10.5,2024-08-01
7.4,2024-08-01
10.2,2024-08-01
11.5,2024-08-01
15.1,2024-08-01
23.2,2024-08-01
9.7,2024-08-01
13.8,2024-08-01
12.7,2024-08-01
13.1,2024-08-01
12.5,2024-08-01
8.5,2024-08-01
5.0,2024-08-01
6.3,2024-08-01
5.6,2024-08-01
7.2,2024-08-01
12.1,2024-08-01
8.3,2024-08-01
8.5,2024-08-01
5.0,2024-08-01
11.9,2024-08-01
27.9,2024-08-01
17.2,2024-08-01
27.5,2024-08-01
15.0,2024-08-01
17.2,2024-08-01
17.9,2024-08-01
16.3,2024-08-01
7.0,2024-08-01
7.2,2024-08-01
7.5,2024-08-01
10.4,2024-08-01
8.8,2024-08-01
8.4,2024-08-01
16.7,2024-08-01
14.2,2024-08-01
20.8,2024-08-01
13.4,2024-08-01
11.7,2024-08-01
8.3,2024-08-01
10.2,2024-08-01
10.9,2024-08-01
11.0,2024-08-01
9.5,2024-08-01
14.5,2024-08-01
14.1,2024-08-01
16.1,2024-08-01
14.3,2024-08-01
11.7,2024-08-01
13.4,2024-08-01
9.6,2024-08-01
8.7,2024-08-01
8.4,2024-08-01
12.8,2024-08-01
10.5,2024-08-01
17.1,2024-08-01
18.4,2024-08-01
15.4,2024-08-01
10.8,2024-08-01
11.8,2024-08-01
14.9,2024-08-01
12.6,2024-08-01
14.1,2024-08-01
13.0,2024-08-01
13.4,2024-08-01
15.2,2024-08-01
16.1,2024-08-01
17.8,2024-08-01
14.9,2024-08-01
14.1,2024-08-01
12.7,2024-08-01
13.5,2024-08-01
14.9,2024-08-01
20.0,2024-08-01
16.4,2024-08-01
17.7,2024-08-01
19.5,2024-08-01
20.2,2024-08-01
21.4,2024-08-01
19.9,2024-08-01
19.0,2024-08-01
19.1,2024-08-01
19.1,2024-08-01
20.1,2024-08-01
19.9,2024-08-01
19.6,2024-08-01
23.2,2024-08-01
29.8,2024-08-01
13.8,2024-08-01
13.3,2024-08-01
16.7,2024-08-01
12.0,2024-08-01
14.6,2024-08-01
21.4,2024-08-01
23.0,2024-08-01
23.7,2024-08-01
25.0,2024-08-01
21.8,2024-08-01
20.6,2024-08-01
21.2,2024-08-01
19.1,2024-08-01
20.6,2024-08-01
15.2,2024-08-01
7.0,2024-08-01
8.1,2024-08-01
13.6,2024-08-01
20.1,2024-08-01
21.8,2024-08-01
24.5,2024-08-01
23.1,2024-08-01
19.7,2024-08-01
18.3,2024-08-01
21.2,2024-08-01
17.5,2024-08-01
16.8,2024-08-01
22.4,2024-08-01
20.6,2024-08-01
23.9,2024-08-01
22.0,2024-08-01
11.9,2024-08-01
